,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
19270419,  -0.06,   0.41,   0.11,   0.92,   0.47,  -0.34,   0.97,   0.10,  -0.39,  -0.04
19270420,   0.35,  -0.16,  -0.14,   0.47,   0.92,  -0.09,   1.52,   0.09,   0.14,   0.38
19270421,   0.45,   1.82,   0.12,  -0.10,   0.65,  -0.40,   1.55,  -0.38,   0.44,   0.16
19270422,   0.08,   0.27,  -0.12,  -0.63,   1.31,   0.28,  -0.02,   0.01,  -0.03,   0.40
19270423,  -0.29,  -1.05,  -0.11,  -1.05,   0.34,  -0.41,  -0.29,   0.00,  -0.17,  -0.14
19270425,  -1.21,  -2.14,  -1.97,  -1.10,  -2.08,  -0.64,  -2.28,  -1.83,  -1.67,  -1.45
19270426,   0.34,   1.35,   0.83,   0.37,   0.95,   0.25,   0.85,   0.77,   0.73,   0.24
19270427,  -0.11,  -0.22,  -0.46,  -1.31,   0.44,  -0.59,   0.18,   0.53,  -0.41,  -0.10
19270428,  -0.65,  -1.76,  -1.42,  -1.13,  -1.45,  -0.29,  -0.73,  -0.36,  -0.76,  -1.24
19270429,   0.40,   1.46,   0.60,   0.31,   0.85,  -0.22,   0.17,   0.78,   0.39,   0.41
19270430,   0.18,  -0.13,  -0.20,   0.52,  -0.70,   0.29,  -0.05,  -0.24,  -0.38,   0.11
19270502,   0.14,   0.95,   0.09,   0.52,   0.02,   0.14,   0.23,   0.07,   0.99,   0.06
19270503,   0.55,   1.59,   0.73,  -0.02,   1.10,   0.99,   1.32,   0.11,   0.66,   0.81
19270504,   1.12,   0.20,   0.96,   1.60,   0.93,   1.18,   0.33,  -0.43,   0.60,   0.44
19270505,   0.29,   0.14,   0.19,   0.97,   0.86,  -0.69,  -0.01,   0.25,   0.80,   0.16
19270506,  -0.03,   0.50,  -0.24,   0.84,   0.24,   0.10,  -0.37,   0.39,   0.64,   0.54
19270507,   0.63,   0.26,   0.22,   0.43,  -0.09,   0.23,  -0.16,   0.18,   0.37,   0.50
19270509,   0.99,   0.24,   0.24,  -0.71,   0.26,   0.06,   0.50,   1.11,   0.18,   0.31
19270510,  -0.17,   0.14,   0.15,  -0.18,  -0.16,  -0.13,  -0.13,   0.13,  -0.15,  -0.11
19270511,   0.06,  -0.29,  -0.25,   0.47,  -0.84,   0.38,  -0.36,  -0.04,   0.06,  -0.45
19270512,   0.00,  -0.08,  -0.15,   0.54,  -0.40,  -0.33,  -0.49,   0.17,  -0.11,  -0.26
19270513,   0.38,   0.70,   0.72,   0.02,   1.02,   0.13,   0.78,   0.69,   0.94,   0.43
19270514,   0.40,  -0.63,   0.07,   0.30,  -0.09,   0.00,   0.33,  -0.21,  -0.04,  -0.06
19270516,  -0.46,  -1.09,  -0.91,  -0.95,  -1.10,  -0.42,  -1.09,  -0.65,  -0.65,  -0.40
19270517,   0.41,   0.87,   0.72,  -0.13,   0.60,   0.43,   0.29,   0.25,   0.92,   0.55
19270518,   0.92,   1.38,   0.67,  -0.08,   0.59,   0.10,   0.14,   0.69,   0.43,   0.48
19270519,   0.94,  -0.07,   0.17,  -0.57,   0.63,   0.44,   0.08,   0.64,   0.75,   0.25
19270520,   0.39,   0.11,   0.63,   0.10,  -0.40,   0.14,   1.00,   0.33,   1.04,   0.76
19270521,   0.37,   0.14,   0.44,   0.32,   0.33,  -0.13,   0.33,   0.22,   0.57,   0.07
19270523,   1.03,   0.21,  -0.32,  -0.28,  -0.18,   0.94,  -0.13,   0.54,  -0.07,   0.15
19270524,  -0.47,  -0.59,   0.03,   0.32,  -0.28,   0.40,  -0.71,   0.08,  -0.21,  -0.10
19270525,   0.14,   0.85,   0.38,  -0.24,   1.56,  -0.45,   0.39,  -0.08,  -0.25,  -0.05
19270526,  -0.24,  -1.21,  -0.39,   1.23,   0.38,  -0.42,  -0.37,  -0.58,   0.12,   0.88
19270527,   0.54,   0.57,   0.38,   0.18,   0.80,   0.27,   0.39,  -0.43,   0.63,   0.64
19270528,  -0.27,   0.50,   0.23,   0.04,   0.44,   0.02,   0.12,   0.34,   0.11,   0.37
19270531,   0.25,   0.46,   0.22,   0.00,   0.94,  -0.05,  -0.07,   0.30,   0.59,   0.38
19270601,   0.12,   0.31,   0.54,  -0.16,   0.97,   0.22,   0.21,  -0.11,   0.53,   0.45
19270602,   0.09,   0.09,   0.09,  -0.29,   0.61,   0.36,   0.00,   0.43,   0.79,  -0.03
19270603,  -0.77,  -0.99,  -1.07,  -0.28,  -1.11,  -0.46,  -1.00,   0.33,  -0.43,  -1.33
19270604,   0.15,   0.76,   0.46,   0.30,   0.50,  -0.11,   0.16,   1.76,   0.98,   0.42
19270606,   0.34,   0.63,   0.54,   0.54,   0.59,   0.22,   0.22,   0.52,   0.43,   0.81
19270607,  -0.20,   0.28,  -0.31,  -0.01,  -0.85,   0.03,  -0.12,  -0.50,  -0.88,  -0.69
19270608,   0.19,   0.09,  -0.01,   1.53,  -0.22,   0.24,  -0.04,   0.48,  -0.44,   0.42
19270609,  -0.10,   0.25,  -0.05,   0.14,  -0.25,  -0.18,   0.76,   0.01,  -0.24,  -0.05
19270610,  -0.05,  -0.01,  -0.42,  -0.70,  -0.49,  -0.35,   0.00,  -0.59,  -0.79,  -0.32
19270611,  -0.14,   0.07,  -0.08,  -0.08,   0.04,   0.19,  -0.24,  -0.21,  -0.33,  -0.07
19270614,  -1.02,  -2.81,  -1.75,  -1.17,  -1.16,  -0.63,  -1.72,  -1.33,  -1.82,  -1.55
19270615,   0.41,   1.64,   0.95,   0.78,   1.28,   0.21,   0.75,   1.47,   0.82,   1.23
19270616,   0.60,   1.64,   0.62,  -0.28,   1.49,   0.01,   0.81,   0.66,   0.57,   0.57
19270617,  -0.06,  -0.20,  -0.04,   0.63,  -0.56,   0.14,   1.20,  -0.87,   0.22,   0.29
19270618,   0.13,  -0.17,  -0.01,  -0.13,   0.03,  -0.14,  -0.23,   0.28,  -0.39,  -0.14
19270620,   0.12,  -0.61,  -0.08,  -0.21,  -0.42,  -0.24,   0.00,   0.33,  -0.15,  -0.26
19270621,  -0.11,  -0.94,   0.01,  -0.83,   0.06,  -0.12,  -0.03,  -0.55,  -0.54,  -0.31
19270622,  -0.06,   0.12,   0.04,  -0.23,   1.07,  -0.35,   0.12,  -0.21,   0.16,  -0.11
19270623,  -0.90,  -1.33,  -1.03,  -1.07,   0.13,  -0.09,  -0.99,  -0.54,  -1.11,  -0.83
19270624,   0.24,   0.25,   0.08,  -0.21,   0.65,  -0.05,   0.41,  -0.07,   0.18,   0.20
19270625,   0.10,   0.21,   0.00,  -0.97,   0.02,  -0.04,   0.13,  -0.19,  -0.19,   0.05
19270627,  -1.23,  -2.22,  -1.24,  -0.96,  -1.04,  -0.74,  -1.15,  -0.28,  -0.89,  -1.35
19270628,  -0.16,   0.90,   0.31,   0.88,   0.44,   0.08,   0.35,  -0.28,   0.06,   0.06
19270629,   0.36,  -0.28,  -0.02,  -0.42,   1.19,  -0.26,  -0.17,  -0.13,  -0.10,   0.21
19270630,  -0.03,  -0.62,  -0.36,   0.06,   0.36,  -0.11,   0.00,   0.16,   0.00,   0.17
19270701,   0.35,   0.80,   1.08,   0.45,   1.56,   0.66,   0.40,  -0.10,   0.60,   0.48
19270702,   0.70,   1.06,   0.42,   0.47,   1.07,   0.83,   0.23,   0.22,   0.44,   0.43
19270705,   1.07,   1.50,   1.00,   0.24,   2.51,   0.10,   0.27,   1.26,   0.88,   0.67
19270706,   0.86,   0.13,   0.55,   0.84,   0.24,   0.05,   0.95,   3.00,   1.07,   0.56
19270707,   0.50,  -0.82,  -0.25,  -0.29,  -0.64,  -0.44,  -0.12,  -0.25,  -0.46,  -0.14
19270708,   0.05,  -0.60,  -0.13,  -0.43,   0.27,  -0.12,  -0.18,  -0.04,   0.30,  -0.26
19270709,   0.24,   0.66,   0.15,   0.18,   0.21,  -0.08,   0.49,   1.15,  -0.10,   0.03
19270711,   0.26,   0.50,   0.73,   0.19,   1.02,   0.26,   0.26,   1.08,  -0.08,   0.37
19270712,  -0.03,  -0.48,   0.64,   0.25,   0.64,   0.57,   0.84,   0.16,  -0.12,   0.56
19270713,   0.26,   0.21,   0.49,  -0.21,  -0.17,   0.15,  -0.03,   0.95,  -0.29,   0.87
19270714,   0.00,   1.55,   0.66,  -0.18,  -0.13,   0.73,   1.58,   1.28,   0.30,   0.18
19270715,   0.16,   0.32,   0.19,   0.15,   0.46,   0.57,   0.58,  -0.24,   0.21,   0.27
19270716,   0.22,  -0.05,  -0.23,   0.80,   0.52,  -0.07,   0.22,  -0.04,   0.26,   0.11
19270718,   0.38,   0.23,  -0.05,   0.12,   1.26,  -0.14,   0.53,   0.17,   0.23,   0.05
19270719,  -0.16,   0.64,   0.24,   0.62,   1.52,  -0.56,   0.22,   0.38,   0.78,  -0.07
19270720,   0.33,   1.45,   1.02,  -0.38,   0.31,   0.54,   0.63,   0.03,   0.47,   0.16
19270721,   0.01,   0.56,   0.31,  -0.26,  -0.02,  -0.26,  -0.48,  -0.18,  -0.08,  -0.23
19270722,   0.12,   0.30,  -0.01,   0.36,  -0.73,  -0.12,   0.93,  -0.40,  -0.76,  -0.31
19270723,   0.11,   0.92,   0.30,  -0.07,   0.28,  -0.13,  -0.10,   0.37,   0.11,   0.12
19270725,   0.20,   0.44,   1.05,  -0.02,   0.39,   0.08,   1.75,   0.91,  -0.36,   0.28
19270726,  -0.21,   2.16,   0.14,  -0.13,  -0.18,   0.25,  -0.16,  -0.56,   0.40,   0.30
19270727,  -0.24,   0.21,   0.20,  -0.05,   1.52,  -0.15,  -0.37,  -0.33,   0.02,   0.03
19270728,  -0.20,   0.23,   1.03,  -0.24,  -0.36,  -0.09,   0.31,   0.11,   0.24,  -0.06
19270729,  -0.31,   0.13,   1.83,  -0.25,  -0.06,   0.77,  -0.20,   0.03,   1.00,   0.58
19270730,   0.11,   0.34,   0.10,   0.67,   0.27,   0.34,   0.89,   0.51,   0.35,   0.98
19270801,   0.29,   0.55,   0.63,   0.16,   1.36,  -0.22,   1.66,   0.39,   0.43,   0.66
19270802,   0.77,   0.56,   1.14,   0.33,   0.91,   0.24,   1.03,   1.31,   0.77,   0.18
19270803,   0.12,  -0.99,  -1.02,   0.07,  -1.39,  -0.30,  -0.57,  -0.93,  -0.60,  -0.93
19270804,   0.25,   0.90,   0.94,   2.78,   0.60,   0.22,   2.06,   0.85,   0.43,   0.33
19270805,  -0.67,  -0.80,  -0.90,  -0.16,  -1.40,   0.40,  -0.22,   0.46,  -0.09,  -0.78
19270806,   0.08,  -0.28,  -0.03,  -0.49,  -0.27,   0.02,   0.02,   1.48,   0.49,  -0.18
19270808,  -0.54,  -1.24,  -1.45,  -0.55,  -1.75,  -0.18,  -1.40,  -0.84,  -1.30,  -1.17
19270809,   0.85,   1.06,   1.10,   0.84,   1.36,   1.06,   1.13,   1.42,   0.88,   0.69
19270810,   0.00,   0.44,   0.23,  -0.44,  -0.24,  -0.01,   0.33,  -0.28,   2.17,   0.35
19270811,  -0.62,  -1.68,  -1.46,  -0.60,  -1.60,  -0.90,  -0.54,  -1.84,  -1.07,  -0.75
19270812,  -1.04,  -1.48,  -1.95,  -1.18,  -1.53,  -0.62,  -2.32,  -2.51,  -1.35,  -1.84
19270813,   0.26,   1.43,   1.32,   0.52,   2.10,   0.56,   1.09,   1.35,   0.65,   0.72
19270815,   1.03,   1.84,   1.26,   0.90,   1.05,   0.38,   2.17,   1.32,   0.85,   1.55
19270816,   0.60,   0.73,   0.43,   0.37,   0.79,   0.17,   1.10,   1.25,   0.42,   0.90
19270817,   0.31,  -0.05,   0.77,   0.63,  -0.33,   0.22,   1.72,  -0.44,   0.17,  -0.19
19270818,  -0.24,  -0.08,  -0.13,   0.64,  -0.36,  -0.25,  -0.33,   1.22,   0.09,   0.25
19270819,   0.30,   0.68,   0.38,  -0.54,   1.68,  -0.27,   0.30,  -0.52,  -0.01,  -0.13
19270820,   0.17,   1.34,   0.48,   0.16,   0.68,   0.16,   0.18,  -0.29,   0.56,   0.06
19270822,   0.19,   1.07,   0.85,  -0.67,  -0.15,   0.45,   0.83,   1.14,   0.36,   0.31
19270823,   0.26,   0.03,   0.56,  -0.42,  -0.10,  -0.08,  -0.53,  -0.18,  -0.11,   0.16
19270824,   0.27,   1.45,   0.04,  -0.72,   0.30,  -0.24,   0.29,  -0.94,   1.03,   0.22
19270825,   0.00,   1.61,  -0.30,  -0.16,   0.12,  -0.06,  -0.27,  -0.05,  -0.19,  -0.03
19270826,   0.02,   1.16,   0.27,  -0.49,   1.52,  -0.15,   0.82,  -0.45,   0.04,   0.05
19270827,  -0.27,   0.06,   0.09,  -0.25,   1.26,  -0.09,  -0.46,   0.21,  -0.30,  -0.36
19270829,   0.28,  -0.14,   0.51,  -0.48,  -0.19,  -0.11,  -0.10,   0.15,  -0.29,  -0.15
19270830,   0.40,  -0.60,   0.44,  -0.02,   1.00,  -0.21,  -0.14,  -1.53,  -0.25,  -0.41
19270831,  -0.34,  -0.63,  -1.08,  -0.18,   0.11,   0.26,  -0.61,  -1.30,  -0.53,  -0.43
19270901,   0.22,   1.26,   0.93,   0.91,   0.97,   0.11,   1.22,   0.63,   0.98,   0.63
19270902,   0.79,   0.23,   0.49,  -0.34,   0.36,   0.18,   1.21,   0.43,   1.64,   0.93
19270903,   0.57,   0.54,   0.46,   0.21,   0.49,   0.12,   1.91,   1.02,   1.01,   0.22
19270906,   0.92,   0.94,   1.16,   0.04,   1.02,   0.61,   2.66,   0.01,   0.17,   1.03
19270907,   0.44,   0.16,   0.37,   0.49,   0.04,   0.31,   1.18,  -0.04,   2.14,   0.05
19270908,  -0.06,  -0.53,   0.20,   1.07,  -0.74,   0.25,  -0.59,  -0.33,  -0.60,   0.03
19270909,  -0.65,  -0.49,  -0.39,   0.11,  -1.28,  -0.05,  -1.39,  -1.16,  -1.38,  -0.67
19270910,   0.56,   0.58,   0.53,   0.31,   0.56,   0.17,   0.91,   0.32,   0.65,   0.17
19270912,   0.14,  -0.58,  -0.74,   0.56,  -0.74,   0.36,  -0.95,  -0.28,  -0.71,  -0.55
19270913,   0.47,   1.79,   1.56,   0.51,   1.19,   3.33,   0.88,  -0.70,   0.98,   1.47
19270914,   0.78,   2.07,   0.47,  -0.80,  -0.12,  -0.14,   0.05,   0.52,   0.12,   0.16
19270915,   0.01,   0.97,   1.07,  -0.29,   1.03,  -0.73,   0.42,   0.26,  -0.52,  -0.07
19270916,  -0.24,   1.04,   0.45,  -0.62,  -0.73,  -0.19,   0.19,   0.14,   0.51,   0.00
19270917,   0.08,  -0.82,  -0.52,  -0.22,  -0.34,  -0.33,  -0.37,  -0.01,   0.66,  -0.28
19270919,  -0.08,   0.04,  -0.82,  -0.01,  -1.12,   0.44,  -0.45,  -0.25,  -0.25,  -0.30
19270920,   0.47,  -0.03,   0.22,   0.62,   0.09,   0.52,  -0.20,   1.13,   0.55,   1.31
19270921,  -0.05,  -0.94,  -0.54,   0.92,   0.04,   0.30,   0.07,   0.94,   0.38,  -0.47
19270922,  -0.91,  -1.21,  -1.44,  -0.83,  -1.28,  -1.11,  -1.21,  -0.66,  -1.15,  -0.98
19270923,   0.36,   0.48,   0.66,   0.15,   0.93,   0.15,   0.64,   1.27,   1.49,   0.21
19270924,   0.25,   1.54,   0.86,   0.68,   0.47,   0.53,   0.68,   0.42,   0.37,   0.45
19270926,  -0.48,  -2.31,  -1.37,  -0.64,  -1.41,  -0.16,  -0.98,  -0.53,  -0.15,  -0.63
19270927,   0.30,   0.87,   0.00,   0.22,  -0.02,   0.24,   0.18,   0.12,   0.79,   0.00
19270928,  -0.09,  -1.83,  -0.79,  -0.28,  -0.39,   0.04,  -0.30,   1.10,  -0.39,   0.33
19270929,   0.20,  -0.01,   0.16,  -0.02,   0.91,   0.02,   0.53,   0.06,  -0.14,   0.26
19270930,   1.24,   1.91,   1.48,   0.54,   1.37,   1.42,   1.09,   1.14,   0.93,   1.23
19271001,   0.07,   0.78,   0.65,   0.92,   0.01,   0.16,   0.82,   1.30,   0.46,   0.44
19271003,   0.35,  -0.17,   0.22,  -0.95,   0.01,   0.25,   0.58,   0.23,   0.42,   1.12
19271004,  -0.16,   1.19,  -0.87,  -0.66,   0.42,   0.28,  -1.23,  -1.07,  -0.59,  -0.86
19271005,  -0.64,  -0.02,  -0.27,  -0.25,   0.99,   0.00,  -0.44,  -0.18,  -0.41,  -0.52
19271006,   0.10,   0.37,   0.34,  -0.52,  -0.28,   0.53,   0.38,   0.34,   0.35,   0.78
19271007,  -0.54,  -0.79,  -0.97,  -0.98,  -1.08,   0.44,  -0.85,  -0.43,   0.00,  -0.95
19271008,  -0.37,  -0.22,  -0.42,  -0.51,  -0.40,   0.07,   0.06,   1.12,  -0.70,  -0.23
19271010,  -0.35,  -0.51,  -0.86,  -0.12,  -0.96,   0.97,  -0.65,   1.16,  -0.73,  -0.79
19271011,   0.09,   0.13,   0.09,   0.12,   0.46,   0.36,  -0.07,   0.48,  -0.81,   0.15
19271013,   0.25,   1.16,   1.02,   0.58,   0.85,  -0.16,   1.20,   0.66,   1.04,   0.59
19271014,   0.39,   0.10,   0.09,   0.08,  -0.84,  -0.58,  -0.01,   0.84,  -0.52,   0.19
19271015,   0.13,  -0.22,   0.19,   0.00,   0.22,   0.00,   0.19,  -0.02,   0.02,  -0.04
19271017,  -0.32,  -2.22,  -1.53,  -0.85,  -2.04,  -1.28,  -1.47,  -1.34,  -1.13,  -1.06
19271018,  -0.13,   0.92,   0.40,   0.38,   0.89,  -0.11,  -0.03,   0.05,   0.87,   0.39
19271019,  -0.53,  -2.15,  -1.07,   0.00,  -1.39,  -0.74,  -1.27,  -0.39,  -0.44,  -0.51
19271020,  -0.28,  -1.46,  -1.26,  -0.07,  -2.02,  -1.19,  -2.05,  -0.69,  -1.05,  -0.86
19271021,  -0.44,  -1.66,  -0.82,   1.12,  -0.95,  -1.73,  -0.95,  -0.46,  -0.84,  -1.24
19271022,  -0.63,  -1.46,  -0.98,  -0.12,  -0.90,  -0.30,  -0.71,  -0.57,  -0.81,  -0.52
19271024,   0.50,   0.19,   0.01,   0.93,   0.13,   0.41,   1.03,   3.72,   0.29,   0.36
19271025,   1.09,   3.53,   2.07,   0.36,   1.95,   1.83,   2.31,   1.24,   1.82,   1.23
19271026,   0.80,   0.10,  -0.45,  -0.02,   0.16,  -0.05,  -0.49,  -0.42,   0.18,   0.33
19271027,   0.72,  -0.86,  -0.59,  -0.61,  -1.33,  -0.21,  -0.46,  -0.21,  -0.41,  -0.24
19271028,  -0.97,  -2.64,  -1.99,  -1.04,  -1.50,  -0.68,  -1.23,  -0.14,  -1.19,  -1.63
19271029,  -0.61,   0.51,  -0.93,  -0.20,  -0.63,  -0.33,  -0.78,  -0.80,  -0.71,  -0.59
19271031,   0.87,   1.12,   1.10,   0.50,   0.85,   0.01,   1.18,   0.73,   0.52,   0.64
19271101,  -0.54,  -0.63,   0.01,   0.31,   0.39,  -0.16,   0.00,  -0.20,   0.46,   0.00
19271102,   1.05,   1.60,   1.00,   1.67,   1.05,   0.45,   1.11,   0.17,   0.78,   0.62
19271103,   0.36,   1.03,   0.98,   2.64,   2.18,   0.95,   0.51,   1.63,   0.87,   0.84
19271104,   0.49,  -1.06,   0.30,  -0.70,  -0.22,   0.03,   0.91,   0.22,  -0.43,   0.01
19271105,   0.24,   0.95,   0.87,  -0.30,   0.44,   0.15,   1.01,   3.14,   0.34,   1.05
19271107,   0.29,   1.33,   0.97,   0.11,   1.71,   0.01,   1.10,  -1.68,   0.24,   0.60
19271109,   0.01,  -1.88,  -1.43,  -0.09,  -1.52,   0.02,  -0.08,  -2.09,  -0.21,  -0.77
19271110,   0.94,  -0.24,   0.35,   0.07,   0.87,   0.06,   1.23,   0.35,   0.02,  -0.20
19271111,   0.38,   1.71,   1.19,   0.46,   1.38,  -0.01,   2.07,  -0.16,   1.52,   0.46
19271112,   0.12,   0.47,   0.81,  -0.01,   0.25,   0.35,   0.65,   0.54,  -0.20,   0.46
19271114,   0.47,   0.45,   1.35,   0.11,   1.05,   0.04,  -0.05,   1.84,  -0.17,   0.51
19271115,  -0.16,   0.62,   0.08,   1.42,  -0.12,  -0.03,  -0.89,  -0.38,   0.02,  -0.20
19271116,   0.10,  -0.06,   0.11,  -0.25,  -0.78,  -0.02,  -0.13,  -0.12,  -0.19,   0.23
19271117,   0.37,   0.62,   0.18,  -0.15,  -0.21,   0.75,   0.11,  -0.62,   0.05,   0.13
19271118,   0.34,   1.84,   0.84,   0.25,   0.66,   0.35,   0.90,   0.03,   0.88,   0.17
19271119,   0.46,   0.50,   0.60,  -0.08,   0.53,   0.05,   0.04,   0.19,   0.35,   0.04
19271121,   0.12,  -1.79,  -0.88,  -0.35,  -0.86,  -0.14,  -0.45,  -0.37,  -0.20,  -0.42
19271122,   0.09,   0.52,   0.44,   0.02,   0.55,  -0.07,   1.78,   0.65,   0.54,   0.35
19271123,   0.17,  -0.22,   0.68,  -0.34,   0.54,   0.49,  -0.04,   0.32,   1.18,   0.23
19271125,   0.23,  -0.54,   0.60,   0.13,   0.31,  -0.26,  -0.17,   0.57,   1.33,   0.32
19271126,  -0.06,   0.08,   0.14,  -0.21,   0.46,   0.19,  -0.11,   0.37,  -0.18,  -0.07
19271128,  -0.86,  -1.41,  -0.94,  -0.31,  -0.28,  -0.33,  -0.89,  -1.15,  -0.93,  -0.66
19271129,   0.85,   0.75,   0.83,   0.84,   1.69,   0.14,   1.74,   0.68,   0.12,   0.21
19271130,   0.65,   1.71,   1.28,  -1.05,   0.26,  -0.22,   0.81,  -0.16,   0.03,   0.53
19271201,  -0.52,  -0.98,  -0.76,  -0.28,  -0.83,  -0.34,  -0.79,  -0.64,  -0.50,  -0.04
19271202,   0.26,  -0.31,   0.23,  -0.32,   0.18,  -0.14,   0.48,  -0.49,  -0.05,   1.23
19271203,   0.22,   1.46,   0.37,  -0.29,   0.16,   0.53,   0.82,   0.05,   0.18,   0.41
19271205,   0.14,  -1.21,  -0.17,  -0.80,  -0.76,   0.05,   0.10,  -0.03,  -0.62,  -0.47
19271206,  -0.26,   0.68,  -0.03,   0.06,  -0.16,   0.05,  -0.36,   0.27,  -0.14,  -0.08
19271207,   0.04,  -0.23,  -1.14,  -0.15,  -0.39,  -0.60,  -0.62,  -0.50,  -0.64,  -0.36
19271208,  -0.90,  -1.14,  -1.46,  -0.54,  -0.54,  -0.18,  -1.08,  -0.68,  -0.90,  -0.76
19271209,   1.06,   1.51,   1.79,   0.16,   1.44,   1.82,   0.67,   0.45,   0.60,   1.08
19271210,   0.15,   0.10,   0.09,   0.09,   0.31,   0.14,  -0.12,   0.33,   0.47,  -0.38
19271212,   0.35,   1.37,   0.99,   0.61,   0.36,   0.07,   0.86,   0.53,   0.58,   0.18
19271213,   0.30,   0.61,   0.50,  -0.19,  -0.21,   1.39,   0.40,  -0.39,   0.72,   0.38
19271214,  -0.30,  -1.08,  -0.29,   0.02,  -0.68,  -0.40,  -1.09,  -0.04,   0.21,  -0.44
19271215,   0.60,   0.87,   0.77,   0.62,   0.25,  -0.22,   0.15,  -0.20,   0.80,   0.43
19271216,   0.30,   1.99,   1.04,   0.15,   1.03,   0.10,   0.34,   0.23,   0.33,   0.58
19271217,  -0.30,  -0.41,  -0.17,   0.83,  -0.04,   0.15,   1.20,  -0.48,  -0.10,  -0.16
19271219,   0.55,   1.00,   0.50,   0.74,   0.02,   0.38,  -0.26,   0.12,   0.03,  -0.13
19271220,  -0.47,   0.99,   0.24,  -0.34,  -0.05,  -1.37,  -0.70,  -0.06,   0.06,   0.54
19271221,  -0.01,  -0.82,   0.30,  -0.07,  -0.31,  -0.22,  -0.31,  -0.20,  -0.43,   0.22
19271222,  -0.17,  -0.09,   0.43,  -0.07,  -0.38,  -0.06,   0.11,  -0.38,  -0.41,  -0.27
19271223,   0.35,   0.33,   0.52,   0.03,   0.35,  -0.06,   0.18,   0.36,   0.12,  -0.04
19271224,   0.11,   0.87,  -0.13,   0.03,   0.00,   0.17,  -0.12,   0.57,   0.57,   0.14
19271227,   0.13,   1.05,  -0.15,  -0.37,   0.00,  -0.05,  -0.38,   0.02,   0.77,  -0.23
19271228,  -0.13,  -1.28,  -1.41,   0.35,  -0.14,  -0.23,  -0.83,  -0.58,   0.19,  -0.74
19271229,   0.03,   1.25,   0.24,  -0.49,   0.57,  -0.04,  -0.05,  -0.55,   0.58,   0.01
19271230,   0.71,   0.17,   0.62,   0.70,   0.21,   0.25,   0.27,   1.03,  -0.19,   0.55
19271231,   0.26,   0.94,   0.20,   0.01,   0.88,   0.16,   0.48,   0.81,   0.04,   0.28
19280103,   0.55,   0.29,   0.44,   0.51,   0.90,   0.39,   0.23,   0.58,  -0.11,   0.55
19280104,  -0.10,   0.45,  -0.26,   0.02,  -0.54,  -0.01,  -0.54,  -0.22,  -0.30,  -0.30
19280105,  -0.58,  -2.25,  -1.09,   0.14,  -1.21,  -0.15,  -0.69,  -1.15,  -0.54,  -0.55
19280106,   0.49,   0.28,   1.05,   0.08,   1.28,   0.54,   0.50,   0.56,   0.37,   0.72
19280107,   0.13,   0.16,  -0.07,   0.13,   0.85,   0.10,   0.42,  -0.20,   0.39,  -0.18
19280109,  -0.27,  -2.45,  -1.15,  -0.34,  -0.72,  -0.42,  -1.23,   0.82,  -0.81,  -0.83
19280110,  -0.71,  -1.37,  -0.96,  -0.52,  -1.04,  -0.21,  -1.66,  -0.77,  -0.36,  -0.74
19280111,   0.28,  -0.42,   0.00,   0.72,  -0.22,  -0.06,   0.17,   0.46,  -0.13,   0.30
19280112,   0.08,   1.60,   0.76,   0.26,   0.17,  -0.21,   0.62,   1.11,   1.11,   0.23
19280113,   0.53,   0.37,   0.69,   0.80,   0.83,   0.10,   0.29,   0.42,   1.08,   0.77
19280114,  -0.15,  -1.37,  -1.03,  -0.60,  -0.87,  -0.18,  -0.65,   0.08,  -0.60,  -0.43
19280116,  -1.02,  -1.17,  -1.10,  -0.40,  -1.19,  -0.16,  -1.04,  -1.11,  -1.04,  -0.86
19280117,   0.11,   0.66,   0.19,  -0.22,   0.26,  -0.05,  -0.45,  -0.41,   0.38,   0.42
19280118,  -0.40,   0.19,  -0.42,  -0.71,  -0.08,  -0.01,   0.04,   0.42,   0.32,  -0.58
19280119,   0.30,   0.97,   0.84,  -0.07,   1.01,   0.24,   0.99,   0.34,   1.24,   0.29
19280120,   0.68,   0.46,   0.77,  -0.06,   1.29,   0.40,   1.24,   0.08,   0.68,   0.49
19280121,   0.34,   0.69,   0.10,   0.03,  -0.08,   0.07,   1.36,   0.45,   0.07,  -0.01
19280123,   0.64,   0.53,   1.00,  -0.01,   0.93,   0.05,   1.36,   0.45,   0.42,   0.69
19280124,   0.36,   0.21,   0.91,  -0.14,  -0.28,   0.09,  -0.13,   0.85,   0.61,   0.11
19280125,  -0.76,  -1.72,  -1.39,  -1.12,  -1.29,  -0.39,  -1.32,   0.02,   0.19,  -0.92
19280126,   0.39,   0.46,   0.57,   0.12,   0.38,   0.40,   0.60,   0.98,   1.31,   0.59
19280127,   0.43,   0.62,   0.44,   0.13,   0.51,  -0.08,  -0.10,  -0.30,   1.11,  -0.09
19280128,  -0.84,  -1.02,  -0.58,  -0.11,  -0.81,  -0.08,  -0.31,  -0.30,  -0.37,  -0.37
19280130,  -0.39,  -0.30,  -0.76,  -0.09,  -0.67,  -0.11,  -0.83,  -0.40,  -0.16,  -0.39
19280131,   0.48,   0.87,   0.56,  -0.44,   0.27,   0.05,   0.36,  -0.04,   0.88,   0.17
19280201,   0.00,  -0.41,  -0.18,  -0.42,   0.34,  -0.20,  -0.17,  -0.69,  -0.08,  -0.54
